description,unspsc_code
Restock: Dried mulberries,503247
Warehouse input: Bearberry purees,503823
Restock: Canned or jarred tomatoes,504664
Warehouse input: Frozen papayas,503451
Needed for project: Celery,504027
Invoice includes: Dried cherimoyas,503224
Procurement request for Pallets,241127
Used in construction: Dried mushrooms,504248
Needed for project: Dried olives,503272
Used in maintenance: Plant fibers,043416
Invoice includes: Dried brussel sprouts,504221
Warehouse input: Frozen currants,503428
Used in maintenance: Frozen olives,503472
Used in maintenance: Dried carrots,504225
Received delivery of Canned or jarred wine grapes,503636
Ordered Raisin grape purees,503840
Used in construction: Channels,301018
Invoice includes: Dried bearberries,503219
Invoice includes: Landscape architecture materials,301218
Retail stock: Apricots,503016
Used in construction: Window frames,301719
Warehouse input: Sauces and spreads and condiments,501718
Invoice includes: Canned or jarred cabbages,504623
Warehouse input: Nightshades,504051
Restock: Canned or jarred broccoli,504620
Warehouse input: Dried huckleberries,503238
Ordered Pallets,241127
Used in construction: Base Metals,043049
Ordered Cushioning supplies,241416
Ordered Frozen limes,503442
Used in maintenance: Glass products,301717
Needed for project: Canned or jarred quinces,503661
Ordered Food baskets,501934
Used in construction: Pineapples,503056
Needed for project: Dried sugar peas,504269
Used in construction: Canned or jarred peas,504654
Used in maintenance: Canned or jarred nominant fruits,503670
Procurement request for Frozen broccoli,504420
Used in maintenance: Dried mulberries,503247
Used in maintenance: Canned or jarred papayas,503651
Invoice includes: Coffee and tea,502017
Procurement request for Dried passion fruit,503252
Needed for project: Canned or jarred bayberries or myrtles,503648
Ordered Aluminum strips and ingots,302652
Used in construction: Dried corn,504232
Invoice includes: Canned or jarred tomatoes,504664
Restock: Liquid containers,241126
Retail stock: Canned or jarred asparagus,504616
Received delivery of Crates,241129
Invoice includes: Dried gourds,504239
Procurement request for Aluminum strips and ingots,302652
Ordered Bins and baskets,241120
Used in maintenance: Cranberries,503027
Received delivery of Dried cranberries,503227
Restock: Brass ingots strips billets and coil,302617
Used in maintenance: Frozen cresses,504433
Warehouse input: Frozen spinaches,504461
Warehouse input: Underground roof support structures,302515
Ordered Banana purees,503821
Used in maintenance: Canned or jarred potatoes,504656
Used in maintenance: Blueberries,503022
Restock: Securing and protecting supplies,241415
Used in construction: Canned or jarred green peas,504640
Restock: Frozen mustards,504449
Retail stock: Chicories,504029
Used in maintenance: Passion fruit purees,503857
Ordered Frozen rutabagas,504457
Procurement request for Dried peaches,503253
Used in construction: Bananas,503017
Retail stock: Dried citrons,503226
Needed for project: Dried onions,504252
Ordered Rhubarb purees,503868
Received delivery of Springs,311619
Used in construction: Dried lemons,503241
Received delivery of Fresh vegetable juice or concentrate,502031
Warehouse input: Frozen sugar apple,503468
Needed for project: Cranberries,503027
Warehouse input: Frozen lentils,504445
Invoice includes: Prepared soups and stews,501915
Procurement request for Nominant vegetables,504070
Warehouse input: Magnesium bars and sheets,302618
Retail stock: Canned or jarred sapotes,503665
Ordered Computer accessories,432116
Needed for project: Canned or jarred brussel sprouts,504621
Retail stock: Zinc ingots strips billets and coil,302629
Ordered Okras,504052
Procurement request for Canned or jarred apricots,503616
Used in construction: Sapote purees,503870
Retail stock: Canned or jarred pears,503654
Used in maintenance: Bronze sheets,302626
Warehouse input: Dried figs,503231
Ordered Canned or jarred garlics,504638
Retail stock: Canned or jarred artichokes,504615
Retail stock: Fresh pome fruit juice or concentrate,502026
Restock: Nuts excluding wild edible nuts and groundnuts,501025
Needed for project: Tobacco and substitutes,502115
Procurement request for Plastic bars and sheets,302658
Needed for project: Canned or jarred kimchis,504670
Invoice includes: Canned or jarred persimmons,503655
Restock: Plastic films,131112
Retail stock: Nominant fruit purees,503875
Invoice includes: Frozen oranges,503450
Needed for project: Edible vegetable and plant oils and fats,501515
Procurement request for Blocks,301315
Used in maintenance: Lemons,503041
Warehouse input: Canned or jarred fennels,504637
Invoice includes: Snack foods,501921
Invoice includes: Frozen cardoons,504424
Retail stock: Frozen cardoons,504424
Retail stock: Frozen tomatoes,504464
Received delivery of Canned or jarred sorrels,504660
Needed for project: Frozen sorrels,504460
"Used in construction: Faucet and shower heads, jets and parts and accessories",301818
Received delivery of Lemon purees,503845
Ordered Copper ingots strip billets and coil,302624
Procurement request for Liquid containers,241126
Retail stock: Peas,504054
Retail stock: Food baskets,501934
Used in maintenance: Dried dragonfruit,503230
Used in maintenance: Dried eggplants,504235
Needed for project: Sugar apple,503068
Needed for project: Cabinetry,301618
Procurement request for Frozen tomatoes,504464
Used in maintenance: Dried grapefruit,503233
Needed for project: Frozen papayas,503451
Needed for project: Summer squashes and summer pumpkins,504063
Received delivery of Ceiling materials,301616
Used in maintenance: Dried raspberries,503262
Warehouse input: Kiwi fruit purees,503843
Retail stock: Peas,504054
Procurement request for Canned or jarred gourds,504639
Invoice includes: Frozen pomegranates,503459
Used in maintenance: Aggregates,301118
Procurement request for Doors,301715
Procurement request for Dried eggplants,504235
Used in construction: Frozen herbs,504441
Restock: Frozen herbs,504441
Received delivery of Tobacco and substitutes,502115
Procurement request for Stairs and stairways,301621
Procurement request for Confectionary products,501618
Restock: Frozen pomegranates,503459
Received delivery of Computer accessories,432116
Procurement request for Fibrous crop seeds and seedlings,044849
Restock: Frozen persimmons,503455
Used in maintenance: Frozen lemons,503441
Restock: Processed cereals,502212
Invoice includes: Canned or jarred chards,504628
Needed for project: Rutabagas,504058
Ordered Dried cherries,503225
Received delivery of Thermoplastic plastics,131020
Used in construction: Frozen cardoons,504424
Needed for project: Lentils,504045
Restock: Frozen blueberries,503422
Used in maintenance: Frozen bunching onions,504422
Retail stock: Sugar apple,503068
Used in construction: Wine grapes,503036
Used in maintenance: Shafting,302667
Ordered Canned or jarred lemons,503641
Received delivery of Dried dragonfruit,503230
Invoice includes: Dried nominant vegetables,504268
Procurement request for Sandwiches and filled rolls,501925
Ordered Computer accessories,432116
Invoice includes: Frozen cranberries,503427
Needed for project: Dried beets,504219
Retail stock: Canned or jarred chives,504631
Used in construction: Frozen cabbages,504423
Warehouse input: Plum purees,503863
Retail stock: Bayberry and myrtle purees,503853
Retail stock: Sanitary ware,301815
Used in maintenance: Peach purees,503858
Warehouse input: Canned or jarred summer squashes and summer pumpkins,504662
Needed for project: Frozen sugar apple,503468
Needed for project: Orange purees,503855
Used in maintenance: Frozen huckleberries,503438
Used in maintenance: Dried kale,504242
Received delivery of Skylights,301718
Warehouse input: Canned or jarred gooseberries,503632
Restock: Dried pineapples,503256
Received delivery of Dried barberries,503218
Restock: Dried kiwi fruit,503239
Received delivery of Casks and barrels and drums,241121
Invoice includes: Frozen turnip greens,504465
Used in maintenance: Dried cherries,503225
Retail stock: Pears,503054
Received delivery of Frozen herbs,504441
Ordered Frozen rhubarb,503463
Restock: Cabinet accessories,301623
Retail stock: Frozen mandarin oranges or tangerines,503444
Received delivery of Shellfish,501216
Used in maintenance: Citron purees,503830
Restock: Audio and visual equipment,521615
Warehouse input: Frozen nightshades,504450
Restock: Frozen chards,504428
Needed for project: Dried apricots,503216
Received delivery of Frozen kale,504442
Restock: Breadfruit purees,503827
Restock: Canned or jarred mandarin oranges or tangerines,503644
Restock: Bunching onions,504022
Restock: Dried herbs,504241
Invoice includes: Dried sugar apple,503268
Procurement request for Fresh pome fruit juice or concentrate,502026
Ordered Hollow structural sections HSS,301040
Retail stock: Persimmon purees,503860
Warehouse input: Bilberries,503021
Restock: Dried peppers,504255
Used in maintenance: Anchors,311621
Received delivery of Slip sheets,241130
Retail stock: Titanium bars and sheets,302620
Restock: Banana purees,503821
Invoice includes: Frozen rose hips,503464
Needed for project: Dried turnip greens,504265
Ordered Canned or jarred apples,503615
Retail stock: Raw milk products,502032
Retail stock: Cucumbers,504034
Restock: Canned or jarred peas,504654
Retail stock: Nominant fruit purees,503875
Used in maintenance: Dried brussel sprouts,504221
Needed for project: Dried nominant fruits,503270
Restock: Celery,504027
Needed for project: Frozen quinces,503461
Received delivery of Frozen chards,504428
Procurement request for Dried saskatoon berries,503266
Ordered Frozen artichokes,504415
Used in construction: Celery,504027
Used in maintenance: Removable storage media,432020
Restock: Frozen herbs,504441
Used in maintenance: Plain pasta and noodles,501929
Retail stock: Non alcoholic beverages,502023
Restock: Legume seeds and seedlings,045214
Ordered Frozen blueberries,503422
Needed for project: Frozen mangoes,503445
Needed for project: Dried citrons,503226
Retail stock: Lentils,504045
Received delivery of Bearberry purees,503823
Used in maintenance: Leeks,504044
Received delivery of Canned or jarred winter squashes and winter pumpkins,504666
Warehouse input: Dried mustards,504249
Restock: Personal communications device accessories or parts,431916
Warehouse input: Pomelos,503060
Used in maintenance: Frozen rose hips,503464
Retail stock: Canned or jarred shallots,504659
Procurement request for Raspberry purees,503867
Used in maintenance: Canned or jarred apples,503615
Ordered Barberries,503018
Restock: Nightshades,504051
Needed for project: Dried lettuces,504246
Procurement request for Frozen saskatoon berries,503466
Received delivery of Engineered wood products,044147
Ordered Frozen grapefruit,503433
Used in construction: Brass ingots strips billets and coil,302617
Warehouse input: Breadfruit,503023
Invoice includes: Packaging tubes and cores and labels and accessories,241417
Used in maintenance: Frozen peppers,504455
Retail stock: Dried cardoons,504224
Procurement request for Frozen kohlrabi,504443
Retail stock: Canned or jarred tamarillo,503669
Ordered Mangoes,503045
Warehouse input: Yams,504068
Invoice includes: Sugar apple purees,503873
Warehouse input: Canned or jarred bayberries or myrtles,503648
Needed for project: Frozen wine grapes,503436
Invoice includes: Prepared soups and stews,501915
Received delivery of Canned or jarred mushrooms,504648
Invoice includes: Bearberries,503019
Ordered Nominant vegetables,504070
Procurement request for Prepared side dishes,501926
Needed for project: Cauliflowers,504026
Used in maintenance: Frozen plums,503458
Procurement request for Frozen peppers,504455
Needed for project: Frozen dates,503429
Used in construction: Frozen kiwi fruit,503439
Invoice includes: System Cards,432014
Used in maintenance: Frozen winter squashes and winter pumpkins,504466
Retail stock: Dried rhubarb,503263
Warehouse input: Canned or jarred chards,504628
Warehouse input: Frozen apples,503415
Needed for project: Intermediate processed and refined ore products,043779
Ordered Dried dates,503229
Retail stock: Mandarin oranges or tangerines,503044
Used in construction: Bearberries,503019
Restock: Grass and forage seeds and seedlings,043023
Used in construction: Minerals,042318
Retail stock: Sapote purees,503870
Used in construction: Dried kumquats,503240
Retail stock: Plastic bars and sheets,302658
Ordered Foil,301020
Received delivery of Papaya purees,503856
Retail stock: Peppers,504056
Retail stock: Canned or jarred breadfruit,503623
Received delivery of Plain pasta and noodles,501929
Used in maintenance: Lemons,503041
Needed for project: Canned or jarred mandarin oranges or tangerines,503644
Procurement request for Processed cereals,502212
Invoice includes: Dried chives,504231
Used in maintenance: Fresh fruit byproducts,503075
Used in construction: Concrete and mortars,301115
Used in maintenance: Dates,503029
Received delivery of Canned or jarred peaches,503653
Restock: Mushrooms,504048
Used in construction: Frozen kumquats,503440
Used in construction: Specialty steel bars,302639
Restock: Canned or jarred blueberries,503622
Warehouse input: Frozen cucumbers,504434
Warehouse input: Natural rubber,131015
Procurement request for Dried peas,504254
Restock: Canned or jarred nectarines,503649
Invoice includes: Canned or jarred breadfruit,503623
Received delivery of Brass sheets,302616
Used in maintenance: Malanga,504047
Needed for project: Rivets,311622
Retail stock: Plums,503058
Procurement request for Flour tortillas,501933
Warehouse input: Soil stabilizers and reinforcing materials,301219
Used in construction: Frozen malanga,504447
Procurement request for Countertops,301622
Ordered Bilberries,503021
Used in construction: Dried melons,503246
Received delivery of Breadfruit purees,503827
Used in construction: Tin sheet,302631
Restock: Canned or jarred cardoons,504624
Needed for project: Dried sapotes,503265
Used in maintenance: Thermoset plastics,131019
Warehouse input: Canned or jarred raisin grapes,503635
Restock: Other animal products,042687
Invoice includes: Frozen papayas,503451
Restock: Persimmons,503055
Used in construction: Dried bearberries,503219
Received delivery of Metallic fibers and filaments,301038
Needed for project: Frozen celery,504427
Used in maintenance: Dried cranberries,503227
Ordered Dried tamarillo,503269
Received delivery of Chinese cabbages,504030
Warehouse input: Apples,503015
Received delivery of Peas,504054
Used in maintenance: Rhubarb,503063
Needed for project: Canned or jarred potatoes,504656
Used in maintenance: Sea vegetables,504059
Invoice includes: Frozen barberries,503418
Ordered Channels,301018
Ordered Aluminum bars,302649
Restock: Currant purees,503832
Received delivery of Table grapes,503034
Received delivery of Chards,504028
Used in maintenance: Boxes,241131
Procurement request for Canned or jarred mulberries,503647
Received delivery of Iron sheets,302654
Used in construction: Canned or jarred sea vegetables,504658
Restock: Dried wine grapes,503236
Used in maintenance: Plain pasta and noodles,501929
Invoice includes: Edible animal oils and fats,501516
Ordered Underground roof support structures,302515
Procurement request for Dried cherries,503225
Received delivery of Roofing accessories,301516
Used in maintenance: Instant mixes and supplies,501931
Procurement request for Prepared soups and stews,501915
Warehouse input: Canned or jarred rose hips,503664
Retail stock: Computer printers,432121
Warehouse input: Raisin grape purees,503840
Used in maintenance: Frozen gooseberries,503432
Warehouse input: Cheese,501318
Used in construction: Mulberry purees,503852
Received delivery of Sugar peas,504071
Used in maintenance: Desserts and dessert toppings,501923
Procurement request for Dried sorrels,504260
Retail stock: Canned or jarred chards,504628
Needed for project: Wall finishing materials,301615
Warehouse input: Kohlrabi,504043
Ordered Frozen celery,504427
Received delivery of Apple purees,503819
Restock: Cresses,504033
Warehouse input: Okras,504052
Ordered Canned or jarred peaches,503653
Restock: Frozen leeks,504444
Retail stock: Green peas,504040
Used in maintenance: Dried barberries,503218
Restock: Dried rhubarb,503263
Retail stock: Frozen pomelos,503460
Restock: Stainless steel bars,302645
Ordered Canned or jarred herbs,504641
Received delivery of Peaches,503053
Retail stock: Bags,241115
Used in construction: Canned or jarred avocados,504617
Retail stock: Canned or jarred turnip greens,504665
Ordered Faucets or taps,301817
Received delivery of Frozen cauliflowers,504426
Received delivery of Sweet potatoes,504064
Needed for project: Chives,504031
Procurement request for Cherimoyas,503024
Needed for project: System Cards,432014
Invoice includes: Canned or jarred onions,504652
Restock: Sugar apple purees,503873
Procurement request for Frozen fennels,504437
Warehouse input: Nominant vegetables,504070
Restock: Passion fruit,503052
Needed for project: Endives,504036
Retail stock: Frozen garlics,504438
Retail stock: Rosins,131111
Received delivery of Fibrous crop seeds and seedlings,044849
Received delivery of Grapefruit,503033
Retail stock: Frozen sorrels,504460
Procurement request for Canned or jarred sugar peas,504669
Needed for project: Dried nominant fruits,503270
Warehouse input: Frozen rhubarb,503463
Retail stock: Green peas,504040
Restock: Canned or jarred nightshades,504650
Ordered Surface,301521
Restock: Iron ingots strips billets and coil,302655
Needed for project: Canned or jarred bunching onions,504622
Received delivery of Canned or jarred okras,504651
Retail stock: Stone,042685
Used in maintenance: Barberries,503018
Used in construction: Bilberry purees,503825
Retail stock: Canned or jarred citrons,503626
Restock: Frozen plucots,503457
Procurement request for Dried lentils,504245
Invoice includes: Foams,131113
Restock: System Cards,432014
Needed for project: Aluminum coil,302651
Invoice includes: Milk and butter products,501317
Invoice includes: Dried herbs,504241
Needed for project: Windows,301716
Warehouse input: Flower seeds and bulbs and seedlings and cuttings,043753
Needed for project: Dried sugar peas,504269
Needed for project: Canned or jarred barberries,503618
Needed for project: Sand,043050
Procurement request for Fresh drupe or stone fruit juice or concentrate,502027
Used in construction: Wall finishing materials,301615
Used in maintenance: Aluminum sheets,302650
Procurement request for Bottles or vials,241220
Procurement request for Plasters,301117
Restock: Copper sheets,302623
Ordered Nuts excluding wild edible nuts and groundnuts,501025
Used in maintenance: Gourds,504039
Retail stock: Interior laminates,301620
Received delivery of Mushrooms,504048
Retail stock: Personal communications device accessories or parts,431916
Restock: Frozen guavas,503437
Used in maintenance: Plain pasta and noodles,501929
Warehouse input: Canned or jarred mandarin oranges or tangerines,503644
Needed for project: Bananas,503017
Retail stock: Dried wine grapes,503236
Restock: Bituminous derivatives,301215
Received delivery of Blackberry purees,503824
Ordered Canned or jarred sorrels,504660
Procurement request for Dried yams,504267
Invoice includes: Frozen peppers,504455
Restock: Farm raised shellfish,501225
Restock: Frozen huckleberries,503438
Invoice includes: Frozen corn,504432
Received delivery of Canned or jarred bayberries or myrtles,503648
Restock: Dried mushrooms,504248
Invoice includes: Citron purees,503830
Restock: Frozen gourds,504439
Procurement request for Pomegranate purees,503864
Used in construction: Kohlrabi,504043
Procurement request for Dried huckleberries,503238
Procurement request for Dried peppers,504255
Ordered Canned or jarred nightshades,504650
Used in maintenance: Frozen mulberries,503447
Used in construction: Aquatic plants,501218
Ordered Screws,311615
Invoice includes: Stone,042685
Procurement request for Canned or jarred garlics,504638
Ordered Computer printers,432121
Needed for project: Canned or jarred tomatoes,504664
Warehouse input: Dried fennels,504237
Ordered Dried sorrels,504260
Used in maintenance: Figs,503031
Procurement request for Bananas,503017
Received delivery of Springs,311619
Ordered Minimally processed meat and poultry products,501115
Procurement request for Dried sorrels,504260
Received delivery of Canned or jarred sea vegetables,504658
Ordered Canned or jarred yams,504667
Procurement request for Roofing accessories,301516
Procurement request for Artichokes,504015
Warehouse input: Breadfruit,503023
Invoice includes: Structural products,301036
Warehouse input: Washers,311618
Invoice includes: Sugar apple purees,503873
Restock: Frozen green peas,504440
Retail stock: Frozen loquats,503443
Ordered Dried beans,504218
Procurement request for Fencing,301520
Restock: Lemon purees,503845
Received delivery of Honeycomb core,301035
Warehouse input: Canned or jarred chards,504628
Retail stock: Dried pomegranates,503259
Retail stock: Canned or jarred wine grapes,503636
Restock: Kohlrabi,504043
Needed for project: Sub assemblies for electronic devices,432022
Warehouse input: Aluminum coil,302651
Invoice includes: Cauliflowers,504026
Needed for project: Frozen endives,504436
Warehouse input: Dried huckleberries,503238
Procurement request for Cherimoyas,503024
Procurement request for Frozen persimmons,503455
Warehouse input: Peaches,503053
Ordered Lentils,504045
Needed for project: Persimmons,503055
Invoice includes: Bins and baskets,241120
Invoice includes: Canned or jarred broccoli,504620
Received delivery of Chards,504028
Restock: Frozen sugar apple,503468
Needed for project: Cherries,503025
Ordered Frozen gooseberries,503432
Procurement request for Dried brussel sprouts,504221
Invoice includes: Canned or jarred broccoli,504620
Needed for project: Limes,503042
Used in maintenance: Computer displays,432119
Retail stock: Frozen pears,503454
Warehouse input: Lead bars,302633
Restock: Frozen gourds,504439
Used in maintenance: Brass sheets,302616
Procurement request for Precious metal and specialty metal sheets,302661
Restock: Angles,301015
Retail stock: Yams,504068
Used in construction: Dried tamarillo,503269
Used in construction: Canned or jarred cardoons,504624
Invoice includes: Dried persimmons,503255
Needed for project: Shafting,302667
Invoice includes: Canned or jarred fennels,504637
Used in construction: Dried sweet potatoes,504263
Procurement request for Dirt and soil,042319
Retail stock: Canned or jarred table grapes,503634
Procurement request for Edible vegetable and plant oils and fats,501515
Used in maintenance: Canned or jarred nightshades,504650
Procurement request for Frozen nectarines,503449
Needed for project: Coffee and tea,502017
Restock: Blueberry purees,503826
Used in maintenance: Kumquat purees,503844
Retail stock: Packaging boxes and bags and pouches,241215
Received delivery of Dried kumquats,503240
Needed for project: Winter squashes and winter pumpkins,504067
Ordered Canned or jarred cherimoyas,503624
Procurement request for Frozen cherries,503425
Retail stock: Frozen nominant fruits,503470
Used in maintenance: Dried cardoons,504224
Procurement request for Dried winter squashes and winter pumpkins,504266
Used in construction: Nectarine purees,503854
Received delivery of Dried sea vegetables,504258
Used in maintenance: Springs,311619
Warehouse input: Cereal seeds,042658
Received delivery of Fermented soybean products,501720
Used in maintenance: Cranberry purees,503831
Invoice includes: Thermoset plastics,131019
Needed for project: Apples,503015
Used in construction: Kumquats,503040
Received delivery of Flour tortillas,501933
Used in construction: Nuts excluding wild edible nuts and groundnuts,501025
Invoice includes: Frozen broccoli,504420
Procurement request for Dried mandarin oranges or tangerines,503244
Used in maintenance: Canned or jarred mulberries,503647
Retail stock: Peppers,504056
Restock: Beets,504019
Ordered Dried plums,503258
Used in maintenance: Bituminous derivatives,301215
Procurement request for Okras,504052
Used in construction: Peas,504054
Used in maintenance: Cherimoyas,503024
Needed for project: Frozen blueberries,503422
Procurement request for Pomelo purees,503865
Procurement request for Fresh vegetable juice or concentrate,502031
Restock: Papaya purees,503856
Used in construction: Wild caught shellfish,501224
Used in construction: Paperboard and packaging papers,141215
Warehouse input: Raisin grape purees,503840
Procurement request for Brussel sprouts,504021
Restock: Canned or jarred chicories,504629
Procurement request for Fish,501215
Retail stock: Frozen melons,503446
Invoice includes: Canned or jarred winter squashes and winter pumpkins,504666
Retail stock: Lettuces,504046
Invoice includes: Canned or jarred mangoes,503645
Warehouse input: Dried summer squashes and summer pumpkins,504262
Used in construction: Animal hides and skins and animal textile materials,042321
Procurement request for Pallets,241127
Invoice includes: Chinese cabbages,504030
Used in construction: Canned or jarred kohlrabi,504643
Used in maintenance: Frozen cabbages,504423
Received delivery of Frozen peaches,503453
Warehouse input: Quinces,503061
Warehouse input: Dried broccoli,504220
Received delivery of Frozen mustards,504449
Used in construction: Lentils,504045
Retail stock: Sweet potatoes,504064
Used in maintenance: Tin bars,302630
Warehouse input: Frozen sorrels,504460
Used in construction: Canned or jarred lemons,503641
Used in maintenance: Canned or jarred cherimoyas,503624
Needed for project: Carbon steel ingots strips billets and coil,302644
Received delivery of Specialty steel bars,302639
Restock: Specialty steel bars,302639
Used in maintenance: Specialty material bars and sheets,302664
Procurement request for Food baskets,501934
Procurement request for Sorrels,504061
Received delivery of Aggregates,301118
Used in maintenance: Canned or jarred cranberries,503627
Used in maintenance: Frozen herbs,504441
Invoice includes: Frozen sweet potatoes,504463
Restock: Carbon steel bars,302636
Ordered Frozen tomatoes,504464
Procurement request for Lettuces,504046
Ordered Frozen eggplants,504435
Procurement request for Canned or jarred bilberries,503621
Used in maintenance: Canned or jarred rhubarb,503663
Ordered Dried mustards,504249
Restock: Shafting,302667
Used in construction: Canned or jarred persimmons,503655
Warehouse input: Frozen sapotes,503465
Retail stock: Dried cherries,503225
Restock: Dried mulberries,503247
Received delivery of Shellfish,501216
Warehouse input: Dried sapotes,503265
Warehouse input: Faucets or taps,301817
Procurement request for Currants,503028
Procurement request for Loquat purees,503847
Needed for project: Chinese cabbages,504030
Used in maintenance: Canned or jarred kale,504642
Used in maintenance: Huckleberries,503038
Invoice includes: Canned or jarred mustards,504649
Received delivery of Dried sugar apple,503268
Used in maintenance: Dried nectarines,503249
Used in maintenance: Sandwiches and filled rolls,501925
Needed for project: Nominant fruits,503070
Received delivery of Dried winter squashes and winter pumpkins,504266
Needed for project: Dried onions,504252
Retail stock: Soil stabilizers and reinforcing materials,301219
Needed for project: Intermediate processed and refined ore products,043779
Needed for project: Roofing materials,301515
Ordered Dragonfruit purees,503834
Ordered Bayberries or myrtles,503048
Used in construction: Dried eggplants,504235
Procurement request for Canned or jarred persimmons,503655
Used in construction: Olive purees,503877
Used in maintenance: Intermediate processed and refined ore products,043779
Retail stock: Raisin grapes,503035
Used in construction: Frozen blueberries,503422
Used in maintenance: Milk and butter products,501317
Used in maintenance: Broccoli,504020
Ordered Banana purees,503821
Ordered Media storage devices,432018
Restock: Kumquat purees,503844
Needed for project: Canned or jarred breadfruit,503623
Received delivery of Canned or jarred persimmons,503655
Restock: Dried pomelos,503260
Used in maintenance: Canned or jarred breadfruit,503623
Used in construction: Frozen bayberries or myrtle,503448
Restock: Molding and millwork,301619
Received delivery of Dried green peas,504240
Used in construction: Canned or jarred loquats,503643
Used in maintenance: Frozen cauliflowers,504426
Procurement request for Canned or jarred gooseberries,503632
Warehouse input: Lentils,504045
Used in maintenance: Bituminous derivatives,301215
Needed for project: Frozen quinces,503461
Needed for project: Blueberries,503022
Warehouse input: Canned or jarred avocados,504617
Used in maintenance: Mangoes,503045
Used in maintenance: Shafting,302667
Needed for project: Tool steel bars,302638
Restock: Dried turnip greens,504265
Needed for project: Jams and jellies and nut and sweet spreads and fruit conserves,501924
Ordered Frozen artichokes,504415
Used in construction: Barberries,503018
Received delivery of Slip sheets,241130
Used in maintenance: Oranges,503050
Warehouse input: Peanuts,504055
Used in construction: Dried cresses,504233
Warehouse input: Garage doors and operators,301721
Retail stock: Frozen kale,504442
Received delivery of Canned or jarred turnip greens,504665
Retail stock: Frozen cherries,503425
Ordered Cherimoyas purees,503828
Ordered Stainless steel strips,302648
Warehouse input: Rod,301024
Ordered Sweet potatoes,504064
Restock: Canned or jarred chives,504631
Retail stock: Canned or jarred bunching onions,504622
Retail stock: Frozen loquats,503443
Warehouse input: Audio and visual equipment,521615
Ordered Table grapes,503034
Retail stock: Lettuces,504046
Used in construction: Aluminum strips and ingots,302652
Procurement request for Perfumery products,043781
Used in construction: Blueberries,503022
Retail stock: Frozen cauliflowers,504426
Retail stock: Natural rubber,131015
Used in construction: Frozen sorrels,504460
Retail stock: Canned or jarred cranberries,503627
Ordered Personal communications device accessories or parts,431916
Invoice includes: Frozen garlics,504438
Invoice includes: Canned or jarred kimchis,504670
Invoice includes: Canned or jarred beets,504619
Received delivery of Resins,131110
Warehouse input: Pallets,241127
Procurement request for Shafting,302667
Procurement request for Cushioning supplies,241416
Received delivery of Screws,311615
Procurement request for Blackberry purees,503824
Retail stock: Copper ingots strip billets and coil,302624
Restock: Frozen kiwi fruit,503439
Ordered Dried plucots,503257
Needed for project: Orange purees,503855
Retail stock: Canned or jarred bunching onions,504622
Ordered Iron ingots strips billets and coil,302655
Used in maintenance: Raspberries,503062
Used in construction: Tamarillo,503069
Warehouse input: Canned or jarred cherimoyas,503624
Needed for project: Papayas,503051
Used in construction: Brass ingots strips billets and coil,302617
Received delivery of Plasters,301117
Ordered Cucumbers,504034
Used in maintenance: Bins and baskets,241120
Warehouse input: Dried peaches,503253
Ordered Dates,503029
Retail stock: Chards,504028
Used in construction: Dried garlics,504238
Warehouse input: Shafts,301039
Used in construction: Dates,503029
Retail stock: Dried garlics,504238
Warehouse input: Frozen beans,504418
Procurement request for Frozen broccoli,504420
Used in maintenance: Wild caught shellfish,501224
Procurement request for Spice crop seeds and seedlings,043388
Invoice includes: Dried cauliflowers,504226
Retail stock: Nuts,311617
Used in maintenance: Dried bunching onions,504222
Needed for project: Wild caught fish,501220
Retail stock: Dried malanga,504247
Restock: Canned or jarred green peas,504640
Warehouse input: Frozen mandarin oranges or tangerines,503444
Received delivery of Gooseberry purees,503836
Retail stock: Brass ingots strips billets and coil,302617
Used in construction: Bags,241115
Invoice includes: Canned or jarred cranberries,503627
Used in maintenance: Specialized external flooring and paving materials,301220
Procurement request for Chokeberries,503071
Needed for project: Zinc ingots strips billets and coil,302629
Invoice includes: Dried cresses,504233
Received delivery of Tin ingots strip and coil,302632
Received delivery of Dried mangoes,503245
Ordered Cherimoyas,503024
Received delivery of Canned or jarred kohlrabi,504643
Warehouse input: Siding and exterior wall materials,301518
Used in construction: Cherimoyas,503024
Invoice includes: Oranges,503050
Warehouse input: Date purees,503833
Procurement request for Thermal insulation,301415
Warehouse input: Canned or jarred table grapes,503634
Procurement request for Frozen peaches,503453
Warehouse input: Dried cranberries,503227
Retail stock: Roofing accessories,301516
Received delivery of Frozen breadfruit,503423
Procurement request for Nominant fruit purees,503875
Warehouse input: Shellfish,501216
Needed for project: Frozen broccoli,504420
Used in maintenance: Pears,503054
Used in construction: Tin bars,302630
Invoice includes: Anchors,311621
Retail stock: Canned or jarred chicories,504629
Procurement request for Frozen bananas,503417
Received delivery of Raspberry purees,503867
Needed for project: Insulation sealing layers,301417
Received delivery of Desserts and dessert toppings,501923
Used in construction: Brass ingots strips billets and coil,302617
Needed for project: Washers,311618
Retail stock: Fresh melon juice or concentrates,502030
Invoice includes: Frozen nectarines,503449
Used in construction: Specialty insulation,301416
Used in construction: Personal communication devices,431915
Received delivery of Bronze bars,302625
Warehouse input: Tangelo purees,503849
Needed for project: Canned or jarred barberries,503618
Used in maintenance: Frozen mustards,504449
Needed for project: Thermoplastic plastics,131020
Restock: Dried bananas,503217
Ordered Concrete and mortars,301115
Needed for project: Grating,301032
Restock: Spinaches,504062
Warehouse input: Fig purees,503835
