description,unspsc_code
Shipment includes Free-range eggs pack,50131705
Requisition for Gigabit router 5GHz,43222609
Acquired 10 units of Internet router for branch,43222609
Invoice: 5 x Wireless dual-band router,43222609
Delivery note for 1 pcs of Farm eggs (large),50131705
Shipment includes Steel rebars 10mm,30102307
Requisition for Fresh eggs 12-pack,50131705
Invoice: 5 x Thai jasmine rice,50201700
Order placed for Mild steel bars,30102307
Delivery note for 5 pcs of Steamed white rice,50201700
Invoice: 5 x Notebook PC for office,43211503
Order placed for 90-degree PVC fitting,40142320
Bought: 10 Single core insulated cable,26121524
Invoice: 50 x PVC elbow 2in,40142320
Requisition for Interior matte emulsion,31211504
Procurement of Flexible copper wire,26121524
Line item: 5L matte paint bucket,31211504
Line item: Steel rebars 10mm,30102307
Requested: Wall coating white matte,31211504
Delivery note for 2 pcs of Wall slab 2m,30111504
Shipment includes Matte latex paint,31211504
Acquired 25 units of Block of cheddar 1kg,50131708
Bought: 25 Steel rods for foundation,30102307
Procurement of Electric cable 1.5mm,26121524
Requested: PVC elbow 2in,40142320
Bought: 50 Precast wall panel,30111504
Bought: 10 Basmati rice 5kg,50201700
Bought: 10 Exterior concrete board,30111504
Acquired 2 units of Mature cheddar block,50131708
Order placed for House wiring cable,26121524
Bought: 5 Gigabit router 5GHz,43222609
Delivery note for 5 pcs of Copper wire 100m,26121524
Requested: 10mm construction steel,30102307
Delivery note for 12 pcs of Rice sack 5kg,50201700
Acquired 10 units of Steel rods for foundation,30102307
Delivery note for 25 pcs of Matte latex paint,31211504
Bought: 50 Mild steel bars,30102307
Invoice: 25 x Copper wire 100m,26121524
Invoice: 25 x Basmati rice 5kg,50201700
Delivery note for 2 pcs of Wall slab 2m,30111504
Order placed for Rebar rods for concrete,30102307
Invoice: 5 x Single core insulated cable,26121524
Bought: 50 House wiring cable,26121524
Requested: 10mm construction steel,30102307
Procurement of Plastic pipe elbow joint,40142320
Line item: Company-issued laptop,43211503
Delivery note for 12 pcs of Farm eggs (large),50131705
Acquired 12 units of Rice sack 5kg,50201700
Delivery note for 1 pcs of Wireless dual-band router,43222609
Delivery note for 25 pcs of Flexible copper wire,26121524
Requested: Electric cable 1.5mm,26121524
Invoice: 50 x Single core insulated cable,26121524
Requisition for Wall slab 2m,30111504
Delivery note for 1 pcs of Thai jasmine rice,50201700
Invoice: 2 x Exterior concrete board,30111504
Shipment includes Interior matte emulsion,31211504
Shipment includes WiFi 6 router,43222609
Invoice: 10 x Wall slab 2m,30111504
Delivery note for 12 pcs of Rice sack 5kg,50201700
Line item: White paint 10L,31211504
Shipment includes 10mm construction steel,30102307
Order placed for Concrete wall section,30111504
Order placed for Company-issued laptop,43211503
Invoice: 5 x Single core insulated cable,26121524
Acquired 50 units of White cheddar slices,50131708
Delivery note for 10 pcs of WiFi 6 router,43222609
Bought: 50 Heavy panel for construction,30111504
Invoice: 2 x 10mm construction steel,30102307
Invoice: 2 x White cheddar slices,50131708
Line item: Carton of large eggs,50131705
Procurement of Single core insulated cable,26121524
Line item: Sliced cheddar cheese,50131708
Procurement of Precast wall panel,30111504
Delivery note for 50 pcs of Steamed white rice,50201700
Procurement of Flexible copper wire,26121524
Line item: House wiring cable,26121524
Delivery note for 1 pcs of Wall slab 2m,30111504
Line item: Farm eggs (large),50131705
Bought: 12 Office WiFi router,43222609
Requisition for Company-issued laptop,43211503
Requested: 10mm construction steel,30102307
Acquired 12 units of Copper wire 100m,26121524
Line item: 14-inch business laptop,43211503
Bought: 5 Steel rods for foundation,30102307
Bought: 50 WiFi 6 router,43222609
Shipment includes Long grain rice 4kg,50201700
Requisition for Electric cable 1.5mm,26121524
Line item: Single core insulated cable,26121524
Procurement of Matte latex paint,31211504
Line item: Block of cheddar 1kg,50131708
Requested: Notebook PC for office,43211503
Invoice: 1 x Basmati rice 5kg,50201700
Acquired 25 units of Precast wall panel,30111504
Requisition for Company-issued laptop,43211503
Requisition for Cheddar wedge 500g,50131708
Requisition for Basmati rice 5kg,50201700
Line item: Block of cheddar 1kg,50131708
Bought: 1 Rice sack 5kg,50201700
Line item: Laptop with 16GB RAM,43211503
Line item: Sliced cheddar cheese,50131708
Requisition for Cheddar wedge 500g,50131708
Bought: 2 Thai jasmine rice,50201700
Requisition for 5L matte paint bucket,31211504
Bought: 10 Steamed white rice,50201700
Acquired 1 units of Rebar rods for concrete,30102307
Acquired 10 units of Rice sack 5kg,50201700
Shipment includes Single core insulated cable,26121524
Requested: Electric cable 1.5mm,26121524
Procurement of Gigabit router 5GHz,43222609
Requested: Farm eggs (large),50131705
Requested: Notebook PC for office,43211503
Acquired 25 units of Internet router for branch,43222609
Line item: Mild steel bars,30102307
Invoice: 25 x Mild steel bars,30102307
Line item: Company-issued laptop,43211503
Requisition for Concrete wall section,30111504
Procurement of 90-degree PVC fitting,40142320
Requisition for WiFi 6 router,43222609
Delivery note for 1 pcs of Laptop with 16GB RAM,43211503
Procurement of Drainage elbow 50mm,40142320
Requested: Notebook PC for office,43211503
Requested: Wireless dual-band router,43222609
Order placed for Flexible copper wire,26121524
Bought: 1 Thai jasmine rice,50201700
Line item: Steel rods for foundation,30102307
Line item: Free-range eggs pack,50131705
Requested: Rebar rods for concrete,30102307
Acquired 10 units of 90-degree PVC fitting,40142320
Delivery note for 10 pcs of House wiring cable,26121524
Delivery note for 1 pcs of Free-range eggs pack,50131705
Shipment includes Wall coating white matte,31211504
Shipment includes Steel rebars 10mm,30102307
Acquired 10 units of Cheddar wedge 500g,50131708
Requisition for Wall coating white matte,31211504
Acquired 12 units of White paint 10L,31211504
Line item: Fresh eggs 12-pack,50131705
Invoice: 25 x Cheddar wedge 500g,50131708
Order placed for Organic eggs dozen,50131705
Requested: Thai jasmine rice,50201700
Bought: 50 Rebar rods for concrete,30102307
Requisition for 14-inch business laptop,43211503
Requested: Plastic pipe elbow joint,40142320
Order placed for Mature cheddar block,50131708
Requisition for Wireless dual-band router,43222609
Requested: Plumbing pipe elbow,40142320
Procurement of Rice sack 5kg,50201700
Delivery note for 50 pcs of 5L matte paint bucket,31211504
Delivery note for 10 pcs of Rice sack 5kg,50201700
Acquired 25 units of Block of cheddar 1kg,50131708
Requisition for Wall slab 2m,30111504
Delivery note for 25 pcs of Laptop i7 processor,43211503
Shipment includes Precast wall panel,30111504
Acquired 1 units of Carton of large eggs,50131705
Order placed for Sliced cheddar cheese,50131708
Bought: 12 Laptop i7 processor,43211503
Order placed for 14-inch business laptop,43211503
Line item: 90-degree PVC fitting,40142320
Delivery note for 50 pcs of Steel rods for foundation,30102307
Line item: Electric cable 1.5mm,26121524
Procurement of Fresh eggs 12-pack,50131705
Invoice: 12 x Cheddar wedge 500g,50131708
Requested: Steamed white rice,50201700
Shipment includes Rebar rods for concrete,30102307
Bought: 25 Wireless dual-band router,43222609
Invoice: 1 x Exterior concrete board,30111504
Shipment includes Electric cable 1.5mm,26121524
Order placed for Farm eggs (large),50131705
Shipment includes Rice sack 5kg,50201700
Invoice: 5 x Laptop with 16GB RAM,43211503
Delivery note for 2 pcs of Long grain rice 4kg,50201700
Invoice: 2 x Rebar rods for concrete,30102307
Bought: 12 5L matte paint bucket,31211504
Order placed for Copper wire 100m,26121524
Requisition for Farm eggs (large),50131705
Acquired 12 units of Rice sack 5kg,50201700
Line item: Steel rebars 10mm,30102307
Order placed for Free-range eggs pack,50131705
Delivery note for 50 pcs of Mature cheddar block,50131708
Delivery note for 5 pcs of Basmati rice 5kg,50201700
Invoice: 2 x Steel rods for foundation,30102307
Order placed for 5L matte paint bucket,31211504
Acquired 10 units of Drainage elbow 50mm,40142320
Shipment includes Plastic pipe elbow joint,40142320
Requisition for Steel rebars 10mm,30102307
Invoice: 10 x Wall coating white matte,31211504
Bought: 12 White paint 10L,31211504
Bought: 25 Gigabit router 5GHz,43222609
Bought: 50 Internet router for branch,43222609
Line item: Sliced cheddar cheese,50131708
Delivery note for 50 pcs of Farm eggs (large),50131705
Bought: 1 14-inch business laptop,43211503
Requisition for Rebar rods for concrete,30102307
Acquired 5 units of Rebar rods for concrete,30102307
Delivery note for 50 pcs of Notebook PC for office,43211503
Requisition for 90-degree PVC fitting,40142320
Invoice: 12 x Organic eggs dozen,50131705
Bought: 1 Electric cable 1.5mm,26121524
Requested: Drainage elbow 50mm,40142320
Acquired 5 units of 14-inch business laptop,43211503
Acquired 25 units of Basmati rice 5kg,50201700
Bought: 50 Fresh eggs 12-pack,50131705
Acquired 1 units of Interior matte emulsion,31211504
Bought: 10 14-inch business laptop,43211503
Line item: Single core insulated cable,26121524
Order placed for Office WiFi router,43222609
Procurement of Mild steel bars,30102307
Requested: Internet router for branch,43222609
Shipment includes Farm eggs (large),50131705
Procurement of Electric cable 1.5mm,26121524
Requisition for House wiring cable,26121524
Requisition for Steel rebars 10mm,30102307
Delivery note for 2 pcs of White paint 10L,31211504
Acquired 1 units of Precast wall panel,30111504
Requested: 14-inch business laptop,43211503
Shipment includes Free-range eggs pack,50131705
Line item: Laptop with 16GB RAM,43211503
Requisition for Copper wire 100m,26121524
Bought: 25 Laptop with 16GB RAM,43211503
Acquired 10 units of Thai jasmine rice,50201700
Acquired 50 units of Plastic pipe elbow joint,40142320
Shipment includes Carton of large eggs,50131705
Invoice: 50 x Copper wire 100m,26121524
Requested: Thai jasmine rice,50201700
Delivery note for 2 pcs of 14-inch business laptop,43211503
Shipment includes White paint 10L,31211504
Requested: Rebar rods for concrete,30102307
Shipment includes Cheddar wedge 500g,50131708
Procurement of Internet router for branch,43222609
Invoice: 5 x Office WiFi router,43222609
Delivery note for 50 pcs of Laptop with 16GB RAM,43211503
Shipment includes Block of cheddar 1kg,50131708
Order placed for Carton of large eggs,50131705
Acquired 25 units of 14-inch business laptop,43211503
Invoice: 1 x Heavy panel for construction,30111504
Shipment includes Laptop i7 processor,43211503
Invoice: 2 x Matte latex paint,31211504
Delivery note for 1 pcs of Sliced cheddar cheese,50131708
Requested: Mild steel bars,30102307
Invoice: 25 x Concrete wall section,30111504
Acquired 10 units of Block of cheddar 1kg,50131708
Order placed for Block of cheddar 1kg,50131708
Order placed for Precast wall panel,30111504
Requisition for 5L matte paint bucket,31211504
Bought: 1 Interior matte emulsion,31211504
Invoice: 5 x Interior matte emulsion,31211504
Shipment includes Cheddar wedge 500g,50131708
Requested: Interior matte emulsion,31211504
Acquired 50 units of Wall slab 2m,30111504
Acquired 2 units of Steamed white rice,50201700
Invoice: 12 x 5L matte paint bucket,31211504
Delivery note for 12 pcs of Steamed white rice,50201700
Procurement of Farm eggs (large),50131705
Requisition for Plumbing pipe elbow,40142320
Delivery note for 2 pcs of Long grain rice 4kg,50201700
Acquired 2 units of Steel rods for foundation,30102307
Line item: Rice sack 5kg,50201700
Bought: 12 5L matte paint bucket,31211504
Bought: 10 Office WiFi router,43222609
Shipment includes 5L matte paint bucket,31211504
Invoice: 10 x 14-inch business laptop,43211503
Acquired 12 units of Steamed white rice,50201700
Line item: 14-inch business laptop,43211503
Acquired 50 units of Long grain rice 4kg,50201700
Procurement of Matte latex paint,31211504
Delivery note for 1 pcs of Rice sack 5kg,50201700
Acquired 2 units of Drainage elbow 50mm,40142320
Bought: 25 Wall coating white matte,31211504
Delivery note for 10 pcs of Office WiFi router,43222609
Shipment includes Drainage elbow 50mm,40142320
Acquired 2 units of Office WiFi router,43222609
Shipment includes Single core insulated cable,26121524
Acquired 25 units of Heavy panel for construction,30111504
Delivery note for 2 pcs of Interior matte emulsion,31211504
Bought: 2 Rice sack 5kg,50201700
Acquired 10 units of PVC elbow 2in,40142320
Line item: Notebook PC for office,43211503
Requisition for Long grain rice 4kg,50201700
Requested: Internet router for branch,43222609
Requisition for Drainage elbow 50mm,40142320
Requested: Flexible copper wire,26121524
Shipment includes Precast wall panel,30111504
Requisition for Laptop i7 processor,43211503
Line item: Plumbing pipe elbow,40142320
Bought: 50 Matte latex paint,31211504
Shipment includes Copper wire 100m,26121524
Requisition for Office WiFi router,43222609
Requisition for Laptop i7 processor,43211503
Order placed for Wall coating white matte,31211504
Line item: White paint 10L,31211504
Invoice: 10 x Wall coating white matte,31211504
Invoice: 50 x 10mm construction steel,30102307
Delivery note for 12 pcs of Steel rebars 10mm,30102307
Line item: Exterior concrete board,30111504
Invoice: 10 x Steel rods for foundation,30102307
Requested: Plumbing pipe elbow,40142320
Delivery note for 10 pcs of Block of cheddar 1kg,50131708
Delivery note for 50 pcs of Matte latex paint,31211504
Invoice: 5 x Farm eggs (large),50131705
Bought: 50 Plastic pipe elbow joint,40142320
Delivery note for 5 pcs of White cheddar slices,50131708
Requested: Long grain rice 4kg,50201700
Invoice: 25 x Laptop i7 processor,43211503
Delivery note for 1 pcs of Heavy panel for construction,30111504
Bought: 5 Wall coating white matte,31211504
Order placed for Copper wire 100m,26121524
Delivery note for 12 pcs of Rice sack 5kg,50201700
Bought: 10 Carton of large eggs,50131705
Shipment includes Carton of large eggs,50131705
Requested: Electric cable 1.5mm,26121524
Order placed for Matte latex paint,31211504
Order placed for Laptop i7 processor,43211503
Procurement of WiFi 6 router,43222609
Bought: 12 Long grain rice 4kg,50201700
Procurement of Plumbing pipe elbow,40142320
Requested: Notebook PC for office,43211503
Requested: 90-degree PVC fitting,40142320
Requested: Rice sack 5kg,50201700
Order placed for Plumbing pipe elbow,40142320
Requisition for Steel rods for foundation,30102307
Procurement of PVC elbow 2in,40142320
Bought: 2 Rice sack 5kg,50201700
Delivery note for 12 pcs of Steel rebars 10mm,30102307
Shipment includes Laptop with 16GB RAM,43211503
Bought: 25 Plumbing pipe elbow,40142320
Procurement of Laptop with 16GB RAM,43211503
Procurement of Plastic pipe elbow joint,40142320
Shipment includes Single core insulated cable,26121524
Shipment includes Basmati rice 5kg,50201700
Bought: 12 Steel rebars 10mm,30102307
Delivery note for 2 pcs of Rebar rods for concrete,30102307
Delivery note for 12 pcs of Notebook PC for office,43211503
Requisition for Internet router for branch,43222609
Requested: Block of cheddar 1kg,50131708
Shipment includes White paint 10L,31211504
Order placed for Free-range eggs pack,50131705
Requested: Precast wall panel,30111504
Order placed for Basmati rice 5kg,50201700
Order placed for Carton of large eggs,50131705
Requested: Carton of large eggs,50131705
Delivery note for 50 pcs of Company-issued laptop,43211503
Delivery note for 10 pcs of Rebar rods for concrete,30102307
Requisition for Rebar rods for concrete,30102307
Order placed for 14-inch business laptop,43211503
Line item: Cheddar wedge 500g,50131708
Invoice: 10 x 90-degree PVC fitting,40142320
Requested: Company-issued laptop,43211503
Acquired 10 units of Free-range eggs pack,50131705
Shipment includes Steamed white rice,50201700
Requested: Precast wall panel,30111504
Line item: Laptop with 16GB RAM,43211503
Shipment includes Precast wall panel,30111504
Invoice: 2 x Wall slab 2m,30111504
Acquired 5 units of Block of cheddar 1kg,50131708
Requested: Steel rebars 10mm,30102307
Acquired 1 units of Office WiFi router,43222609
Shipment includes Thai jasmine rice,50201700
Order placed for White cheddar slices,50131708
Acquired 5 units of House wiring cable,26121524
Invoice: 50 x Mature cheddar block,50131708
Order placed for Fresh eggs 12-pack,50131705
Delivery note for 10 pcs of Mature cheddar block,50131708
Bought: 12 Laptop i7 processor,43211503
Delivery note for 12 pcs of Heavy panel for construction,30111504
Shipment includes House wiring cable,26121524
Requisition for Wall slab 2m,30111504
Procurement of Concrete wall section,30111504
Bought: 25 Wireless dual-band router,43222609
Line item: Gigabit router 5GHz,43222609
Acquired 5 units of Long grain rice 4kg,50201700
Invoice: 50 x House wiring cable,26121524
Order placed for White cheddar slices,50131708
Shipment includes White cheddar slices,50131708
Acquired 1 units of Gigabit router 5GHz,43222609
Procurement of Drainage elbow 50mm,40142320
Order placed for Steel rebars 10mm,30102307
Requested: PVC elbow 2in,40142320
Shipment includes Thai jasmine rice,50201700
Procurement of Mature cheddar block,50131708
Order placed for Flexible copper wire,26121524
Shipment includes 10mm construction steel,30102307
Delivery note for 50 pcs of Precast wall panel,30111504
Invoice: 12 x Laptop i7 processor,43211503
Line item: Block of cheddar 1kg,50131708
Requisition for Sliced cheddar cheese,50131708
Acquired 50 units of Laptop with 16GB RAM,43211503
Requested: Sliced cheddar cheese,50131708
Invoice: 2 x Electric cable 1.5mm,26121524
Delivery note for 1 pcs of Electric cable 1.5mm,26121524
Line item: House wiring cable,26121524
Requested: Cheddar wedge 500g,50131708
Bought: 5 Heavy panel for construction,30111504
Delivery note for 1 pcs of Steel rebars 10mm,30102307
Delivery note for 10 pcs of Steel rods for foundation,30102307
Requested: Precast wall panel,30111504
Requested: Laptop with 16GB RAM,43211503
Requested: Mild steel bars,30102307
Invoice: 50 x Organic eggs dozen,50131705
Invoice: 50 x Single core insulated cable,26121524
Delivery note for 1 pcs of 10mm construction steel,30102307
Requisition for Gigabit router 5GHz,43222609
Requisition for Exterior concrete board,30111504
Requisition for Rebar rods for concrete,30102307
Delivery note for 1 pcs of Laptop with 16GB RAM,43211503
Acquired 2 units of Wall slab 2m,30111504
Bought: 5 PVC elbow 2in,40142320
Order placed for Cheddar wedge 500g,50131708
Line item: 90-degree PVC fitting,40142320
Delivery note for 25 pcs of Rice sack 5kg,50201700
Procurement of Cheddar wedge 500g,50131708
Requisition for Company-issued laptop,43211503
Shipment includes White paint 10L,31211504
Requisition for Gigabit router 5GHz,43222609
Line item: Rebar rods for concrete,30102307
Invoice: 1 x Precast wall panel,30111504
Line item: Matte latex paint,31211504
Bought: 12 Wall coating white matte,31211504
Acquired 12 units of Mild steel bars,30102307
Line item: Internet router for branch,43222609
Bought: 5 WiFi 6 router,43222609
Delivery note for 2 pcs of Steel rods for foundation,30102307
Shipment includes Precast wall panel,30111504
Procurement of Thai jasmine rice,50201700
Invoice: 12 x 90-degree PVC fitting,40142320
Shipment includes Heavy panel for construction,30111504
Procurement of Basmati rice 5kg,50201700
Line item: Gigabit router 5GHz,43222609
Delivery note for 5 pcs of Wall coating white matte,31211504
Order placed for Carton of large eggs,50131705
Line item: Office WiFi router,43222609
Shipment includes Notebook PC for office,43211503
Delivery note for 12 pcs of Copper wire 100m,26121524
Invoice: 5 x Copper wire 100m,26121524
Requisition for White paint 10L,31211504
Shipment includes Wall coating white matte,31211504
Bought: 50 Concrete wall section,30111504
Delivery note for 5 pcs of Steamed white rice,50201700
Invoice: 5 x Farm eggs (large),50131705
Delivery note for 25 pcs of Steel rods for foundation,30102307
Invoice: 5 x Sliced cheddar cheese,50131708
Delivery note for 12 pcs of Sliced cheddar cheese,50131708
Delivery note for 1 pcs of Steel rebars 10mm,30102307
Delivery note for 1 pcs of Organic eggs dozen,50131705
Requested: Internet router for branch,43222609
Order placed for Thai jasmine rice,50201700
Acquired 10 units of House wiring cable,26121524
Procurement of Plumbing pipe elbow,40142320
Bought: 50 White cheddar slices,50131708
Invoice: 5 x Basmati rice 5kg,50201700
Line item: Mature cheddar block,50131708
Requested: Interior matte emulsion,31211504
Acquired 25 units of Cheddar wedge 500g,50131708
Acquired 2 units of Wall slab 2m,30111504
Acquired 25 units of White paint 10L,31211504
Requisition for Electric cable 1.5mm,26121524
Delivery note for 1 pcs of White paint 10L,31211504
Shipment includes Cheddar wedge 500g,50131708
Bought: 1 Cheddar wedge 500g,50131708
Order placed for Organic eggs dozen,50131705
Bought: 2 Plastic pipe elbow joint,40142320
Delivery note for 1 pcs of Block of cheddar 1kg,50131708
Requisition for Rice sack 5kg,50201700
Acquired 25 units of Block of cheddar 1kg,50131708
Invoice: 10 x Matte latex paint,31211504
Requested: Thai jasmine rice,50201700
Requested: 10mm construction steel,30102307
Requested: Wireless dual-band router,43222609
Invoice: 12 x Matte latex paint,31211504
Requisition for Mild steel bars,30102307
Invoice: 2 x Wireless dual-band router,43222609
Order placed for 10mm construction steel,30102307
Order placed for Precast wall panel,30111504
Requested: Interior matte emulsion,31211504
Line item: Concrete wall section,30111504
Bought: 1 Carton of large eggs,50131705
Procurement of Steel rebars 10mm,30102307
Shipment includes Wall slab 2m,30111504
Invoice: 50 x Long grain rice 4kg,50201700
Delivery note for 25 pcs of Gigabit router 5GHz,43222609
Requisition for Carton of large eggs,50131705
Bought: 5 Internet router for branch,43222609
Bought: 12 10mm construction steel,30102307
Procurement of Sliced cheddar cheese,50131708
Invoice: 25 x Office WiFi router,43222609
Shipment includes White paint 10L,31211504
Requisition for Farm eggs (large),50131705
Acquired 10 units of 14-inch business laptop,43211503
Delivery note for 50 pcs of Drainage elbow 50mm,40142320
Procurement of Wall coating white matte,31211504
Delivery note for 50 pcs of Company-issued laptop,43211503
Bought: 25 Office WiFi router,43222609
Line item: Laptop with 16GB RAM,43211503
Shipment includes Rice sack 5kg,50201700
Invoice: 25 x Mild steel bars,30102307
Order placed for Farm eggs (large),50131705
Invoice: 12 x Steel rods for foundation,30102307
Line item: 14-inch business laptop,43211503
Order placed for 10mm construction steel,30102307
Invoice: 2 x Precast wall panel,30111504
Order placed for White paint 10L,31211504
Line item: Free-range eggs pack,50131705
Shipment includes Rice sack 5kg,50201700
Invoice: 2 x Office WiFi router,43222609
Order placed for Wall coating white matte,31211504
Invoice: 1 x WiFi 6 router,43222609
Requisition for White cheddar slices,50131708
Acquired 10 units of Plumbing pipe elbow,40142320
Order placed for Wall coating white matte,31211504
Bought: 5 Plastic pipe elbow joint,40142320
Procurement of White paint 10L,31211504
Acquired 50 units of Wall coating white matte,31211504
Requisition for Matte latex paint,31211504
Order placed for Sliced cheddar cheese,50131708
Shipment includes Mature cheddar block,50131708
Shipment includes Heavy panel for construction,30111504
Invoice: 10 x Concrete wall section,30111504
Order placed for House wiring cable,26121524
Line item: Electric cable 1.5mm,26121524
Order placed for WiFi 6 router,43222609
Invoice: 1 x Matte latex paint,31211504
Delivery note for 25 pcs of Laptop with 16GB RAM,43211503
Acquired 2 units of 10mm construction steel,30102307
Delivery note for 2 pcs of Rice sack 5kg,50201700
Requested: Rice sack 5kg,50201700
Invoice: 10 x Wireless dual-band router,43222609
Acquired 5 units of Mature cheddar block,50131708
Line item: Interior matte emulsion,31211504
Acquired 50 units of Gigabit router 5GHz,43222609
Line item: Thai jasmine rice,50201700
Line item: Plumbing pipe elbow,40142320
Shipment includes Plumbing pipe elbow,40142320
Bought: 5 Mature cheddar block,50131708
Procurement of Wireless dual-band router,43222609
Acquired 1 units of Long grain rice 4kg,50201700
Invoice: 12 x Thai jasmine rice,50201700
Shipment includes Steamed white rice,50201700
Invoice: 50 x Wireless dual-band router,43222609
Invoice: 50 x 10mm construction steel,30102307
Line item: Farm eggs (large),50131705
Acquired 25 units of Concrete wall section,30111504
Line item: Steel rods for foundation,30102307
Delivery note for 50 pcs of 5L matte paint bucket,31211504
Invoice: 12 x Block of cheddar 1kg,50131708
Shipment includes 14-inch business laptop,43211503
Invoice: 2 x Wireless dual-band router,43222609
Line item: 5L matte paint bucket,31211504
Delivery note for 5 pcs of Copper wire 100m,26121524
Line item: Free-range eggs pack,50131705
Order placed for Mature cheddar block,50131708
Procurement of House wiring cable,26121524
Requested: Rebar rods for concrete,30102307
Invoice: 1 x Heavy panel for construction,30111504
Requisition for Drainage elbow 50mm,40142320
Requested: Sliced cheddar cheese,50131708
Bought: 25 Block of cheddar 1kg,50131708
Order placed for 90-degree PVC fitting,40142320
Shipment includes Rice sack 5kg,50201700
Shipment includes Carton of large eggs,50131705
Invoice: 50 x Long grain rice 4kg,50201700
Requested: Flexible copper wire,26121524
Invoice: 50 x Laptop with 16GB RAM,43211503
Procurement of Block of cheddar 1kg,50131708
Requisition for House wiring cable,26121524
Delivery note for 50 pcs of White cheddar slices,50131708
Requested: Electric cable 1.5mm,26121524
Line item: Wall coating white matte,31211504
Procurement of Exterior concrete board,30111504
Requisition for Electric cable 1.5mm,26121524
Order placed for Rice sack 5kg,50201700
Procurement of Wall coating white matte,31211504
Bought: 5 Internet router for branch,43222609
Invoice: 1 x Thai jasmine rice,50201700
Shipment includes House wiring cable,26121524
Order placed for Precast wall panel,30111504
Delivery note for 12 pcs of Interior matte emulsion,31211504
Bought: 2 Wireless dual-band router,43222609
Procurement of Wireless dual-band router,43222609
Delivery note for 10 pcs of 14-inch business laptop,43211503
Acquired 50 units of Laptop i7 processor,43211503
Requisition for Copper wire 100m,26121524
Requisition for Matte latex paint,31211504
Delivery note for 25 pcs of Mild steel bars,30102307
Delivery note for 1 pcs of Laptop with 16GB RAM,43211503
Order placed for Plastic pipe elbow joint,40142320
Requisition for Rice sack 5kg,50201700
Acquired 2 units of Notebook PC for office,43211503
Delivery note for 12 pcs of Copper wire 100m,26121524
Delivery note for 10 pcs of Wall coating white matte,31211504
Requisition for Internet router for branch,43222609
Bought: 25 White paint 10L,31211504
Shipment includes Steel rebars 10mm,30102307
Delivery note for 10 pcs of Gigabit router 5GHz,43222609
Line item: Laptop i7 processor,43211503
Order placed for PVC elbow 2in,40142320
Line item: Rebar rods for concrete,30102307
Bought: 12 Laptop i7 processor,43211503
Line item: Electric cable 1.5mm,26121524
Order placed for Laptop i7 processor,43211503
Shipment includes WiFi 6 router,43222609
Order placed for Flexible copper wire,26121524
Line item: Heavy panel for construction,30111504
Acquired 12 units of Rice sack 5kg,50201700
Requested: Electric cable 1.5mm,26121524
Line item: Basmati rice 5kg,50201700
Procurement of Mild steel bars,30102307
Acquired 2 units of Electric cable 1.5mm,26121524
Requisition for 90-degree PVC fitting,40142320
Shipment includes Wall slab 2m,30111504
Requisition for Organic eggs dozen,50131705
Requested: 5L matte paint bucket,31211504
Requisition for Heavy panel for construction,30111504
Shipment includes Plastic pipe elbow joint,40142320
Line item: Block of cheddar 1kg,50131708
Requisition for Fresh eggs 12-pack,50131705
Requisition for 14-inch business laptop,43211503
Shipment includes Drainage elbow 50mm,40142320
Requested: Free-range eggs pack,50131705
Invoice: 50 x White paint 10L,31211504
Requested: House wiring cable,26121524
Line item: Organic eggs dozen,50131705
Bought: 12 Rice sack 5kg,50201700
Acquired 1 units of 5L matte paint bucket,31211504
Invoice: 5 x Wireless dual-band router,43222609
Acquired 5 units of Cheddar wedge 500g,50131708
Requested: Basmati rice 5kg,50201700
Requested: Flexible copper wire,26121524
Line item: Single core insulated cable,26121524
Requested: 10mm construction steel,30102307
Line item: White cheddar slices,50131708
Order placed for Carton of large eggs,50131705
Invoice: 5 x House wiring cable,26121524
Requisition for White cheddar slices,50131708
Bought: 1 White paint 10L,31211504
Order placed for 10mm construction steel,30102307
Invoice: 25 x Laptop with 16GB RAM,43211503
Requested: Plastic pipe elbow joint,40142320
Requested: Drainage elbow 50mm,40142320
Line item: Mild steel bars,30102307
Order placed for Farm eggs (large),50131705
Order placed for Exterior concrete board,30111504
Line item: Heavy panel for construction,30111504
Bought: 10 Steamed white rice,50201700
Shipment includes Gigabit router 5GHz,43222609
Delivery note for 1 pcs of Farm eggs (large),50131705
Shipment includes Heavy panel for construction,30111504
Delivery note for 50 pcs of Interior matte emulsion,31211504
Procurement of PVC elbow 2in,40142320
Invoice: 50 x Office WiFi router,43222609
Shipment includes Plastic pipe elbow joint,40142320
Line item: Office WiFi router,43222609
Invoice: 50 x Interior matte emulsion,31211504
Order placed for Company-issued laptop,43211503
Bought: 25 Plastic pipe elbow joint,40142320
Procurement of 10mm construction steel,30102307
Requested: Drainage elbow 50mm,40142320
Acquired 10 units of Steel rebars 10mm,30102307
Order placed for Precast wall panel,30111504
Procurement of Steel rebars 10mm,30102307
Shipment includes Long grain rice 4kg,50201700
Procurement of Steel rods for foundation,30102307
Requisition for Steamed white rice,50201700
Line item: 5L matte paint bucket,31211504
Requisition for Exterior concrete board,30111504
Acquired 5 units of Interior matte emulsion,31211504
Requested: Single core insulated cable,26121524
Bought: 2 Carton of large eggs,50131705
Bought: 10 14-inch business laptop,43211503
Order placed for Free-range eggs pack,50131705
Requested: Drainage elbow 50mm,40142320
Shipment includes Flexible copper wire,26121524
Invoice: 1 x Plastic pipe elbow joint,40142320
Line item: White paint 10L,31211504
