description,unspsc_code
Restocking Sauces and spreads and condiments,501718
Restocking Dried avocados,504217
Construction supply: Onions,504053
Order for Frozen plums,503458
Received shipment: Farm raised fish,501221
Received shipment: Non sanitary residential fixtures,301816
Warehouse received: Dried peaches,503253
Used in repairs: Canned or jarred sweet potatoes,504663
Order for Audio and visual equipment,521615
Restocking Frozen eggplants,504435
Restocking Frozen loquats,503443
Invoice lists Endives,504036
Received shipment: Magnesium bars and sheets,302618
Construction supply: Nails,311620
Order for Dried pineapples,503256
Procurement of Media storage device accessories,432019
Retail stock: Edible vegetable and plant oils and fats,501515
Inventory includes Grapefruit purees,503837
Procurement of Finishing materials and products,301519
Order for Cauliflowers,504026
Used in repairs: Stainless steel strips,302648
Construction supply: Canned or jarred mulberries,503647
Warehouse received: Frozen kumquats,503440
Restocking Corrugated and other supplies for distribution,241125
Warehouse received: Canned or jarred pears,503654
Construction supply: Tamarillo purees,503874
Inventory includes Chards,504028
Used in repairs: Fresh tropical fruit juice or concentrate,502028
Construction supply: Media storage devices,432018
Warehouse received: Mulberries,503047
Received shipment: Canned or jarred cresses,504633
Received shipment: Frozen spinaches,504461
Retail stock: Fresh citrus juice or concentrate,502024
Construction supply: Canned or jarred sapotes,503665
Construction supply: Frozen raspberries,503462
Construction supply: Pomelo purees,503865
Received shipment: Frozen cranberries,503427
Inventory includes Iron ingots strips billets and coil,302655
Procurement of Canned or jarred citrons,503626
Warehouse received: Potatoes,504057
Warehouse received: Natural rubber,131015
Used in repairs: Dried chards,504228
Used in repairs: Guavas,503037
Invoice lists Canned or jarred fennels,504637
Used in repairs: Computers,432115
Inventory includes Road and railroad construction materials,301217
Retail stock: Landscape architecture materials,301218
Order for Savory pies and quiches and pasties,501928
Construction supply: Canned or jarred strawberries,503667
Restocking Tool steel bars,302638
Procurement of Canned or jarred broccoli,504620
Received shipment: Dried avocados,504217
Order for Chokeberry purees,503876
Warehouse received: Dried green peas,504240
Restocking Animal hides and skins and animal textile materials,042321
Retail stock: Garage doors and operators,301721
Procurement of Rose hip purees,503869
Retail stock: Frozen figs,503431
Procurement of Fish,501215
Invoice lists Food baskets,501934
Warehouse received: Canned or jarred cardoons,504624
Retail stock: Dried bunching onions,504222
Warehouse received: Fresh tropical fruit juice or concentrate,502028
Order for Hollow structural sections HSS,301040
Warehouse received: Sanitary ware,301815
Retail stock: Canned or jarred nominant fruits,503670
Invoice lists Frozen beets,504419
Construction supply: Other animal products,042687
Retail stock: Dried huckleberries,503238
Order for Frozen broccoli,504420
Procurement of Frozen nightshades,504450
Retail stock: Canned or jarred gourds,504639
Received shipment: Figs,503031
Order for Media storage devices,432018
Restocking Frozen guavas,503437
Invoice lists Snack foods,501921
Invoice lists Sapotes,503065
Warehouse received: Dried rhubarb,503263
Construction supply: Dried raisin grapes,503235
Procurement of Shafting,302667
Retail stock: Dried oranges,503250
Warehouse received: Frozen raisin grapes,503435
Inventory includes Canned or jarred cherimoyas,503624
Used in repairs: Dried okras,504251
Warehouse received: Chokeberry purees,503876
Order for Salt preserved seafoods,501219
Construction supply: Tin sheet,302631
Order for Canned or jarred figs,503631
Inventory includes Dried citrons,503226
Used in repairs: Braid,301037
Received shipment: Canned or jarred dates,503629
Used in repairs: Frozen potatoes,504456
Order for Canned or jarred peanuts,504653
Retail stock: Dried pomegranates,503259
Inventory includes Kumquats,503040
Used in repairs: Frozen cranberries,503427
Restocking Bricks,301316
Procurement of Dried cauliflowers,504226
Procurement of Breadfruit purees,503827
Procurement of Canned or jarred herbs,504641
Retail stock: Frozen winter squashes and winter pumpkins,504466
Received shipment: Beets,504019
Restocking Chinese cabbages,504030
Received shipment: Iron sheets,302654
Received shipment: Tuber seeds and seedlings,045580
Restocking Bayberries or myrtles,503048
Procurement of Pomelos,503060
Received shipment: Nuts and seeds,501017
Restocking Steel alloy sheets,302641
Used in repairs: Carbon steel sheets,302640
Received shipment: Canned or jarred citrons,503626
Order for Frozen avocados,504417
Warehouse received: Bronze bars,302625
Inventory includes Foams,131113
Received shipment: Iron bars,302653
Order for Dried peaches,503253
Order for Forestry byproducts,043051
Restocking Road and railroad construction materials,301217
Used in repairs: Fresh drupe or stone fruit juice or concentrate,502027
Procurement of Dried sorrels,504260
Inventory includes Dried carrots,504225
Received shipment: Packaging tubes and cores and labels and accessories,241417
Used in repairs: Canned or jarred peas,504654
Inventory includes Frozen loquats,503443
Restocking Dried blueberries,503222
Used in repairs: Dried pineapples,503256
Procurement of Stainless steel strips,302648
Order for Tubers,504072
Invoice lists Dried cresses,504233
Invoice lists Personal communication devices,431915
Warehouse received: Canned or jarred bearberries,503619
Warehouse received: Tamarillo,503069
Invoice lists Skylights,301718
Construction supply: Canned or jarred peanuts,504653
Retail stock: Canned or jarred okras,504651
Retail stock: Mushrooms,504048
Used in repairs: Frozen summer squashes and summer pumpkins,504462
Procurement of Canned or jarred mandarin oranges or tangerines,503644
Restocking Prepared salads,501932
Order for Frozen cranberries,503427
Inventory includes Dried raspberries,503262
Construction supply: Dried cardoons,504224
Retail stock: Canned or jarred bayberries or myrtles,503648
Used in repairs: Frozen citrons,503426
Procurement of Sugar peas,504071
Construction supply: Frozen bananas,503417
Order for Dried chicories,504229
Used in repairs: Fresh vegetable juice or concentrate,502031
Invoice lists Dried kohlrabi,504243
Order for Paperboard and packaging papers,141215
Restocking Pineapples,503056
Retail stock: Natural rubber,131015
Warehouse received: Desserts and dessert toppings,501923
Procurement of Dried celery,504227
Invoice lists Chards,504028
Retail stock: Chicories,504029
Received shipment: Frozen blueberries,503422
Restocking Frozen turnip greens,504465
Warehouse received: Canned or jarred chinese cabbages,504630
Used in repairs: Canned or jarred sugar peas,504669
Construction supply: Flower seeds and bulbs and seedlings and cuttings,043753
Procurement of Canned or jarred avocados,504617
Retail stock: Frozen asparagus,504416
Invoice lists Canned or jarred bunching onions,504622
Received shipment: Nickel sheets and ingots,302666
Inventory includes Dirt and soil,042319
Retail stock: Canned or jarred asparagus,504616
Received shipment: Zinc bars and sheets,302628
Invoice lists Natural rubber,131015
Retail stock: Table grape purees,503838
Used in repairs: Specialty steel bars,302639
Retail stock: Canned or jarred brussel sprouts,504621
Construction supply: System Cards,432014
Order for Dried pomegranates,503259
Order for Guavas,503037
Construction supply: Gooseberry purees,503836
Warehouse received: Dried mustards,504249
Restocking Dried cherimoyas,503224
Received shipment: Liquid containers,241126
Order for Dried potatoes,504256
Order for Dried potatoes,504256
Construction supply: Canned or jarred apricots,503616
Restocking Dried lentils,504245
Warehouse received: Fibrous crop seeds and seedlings,044849
Restocking Canned or jarred tamarillo,503669
Used in repairs: Dried okras,504251
Inventory includes Canned or jarred plums,503658
Invoice lists Canned or jarred leeks,504644
Warehouse received: Table grapes,503034
Retail stock: Dried garlics,504238
Restocking Dried garlics,504238
Order for Thermoplastic plastics,131020
Received shipment: Tangelo purees,503849
Retail stock: Pineapples,503056
Warehouse received: Shafts,301039
Procurement of Figs,503031
Restocking Guava purees,503841
Procurement of Chives,504031
Used in repairs: Copper sheets,302623
Procurement of Leeks,504044
Received shipment: Cherries,503025
Retail stock: Canned or jarred celery,504627
Restocking Nominant fruit purees,503875
Used in repairs: Copper ingots strip billets and coil,302624
Invoice lists Wine grapes,503036
Warehouse received: Windows,301716
Retail stock: Frozen gooseberries,503432
Inventory includes Frozen garlics,504438
Inventory includes Frozen spinaches,504461
Restocking Pomegranate purees,503864
Construction supply: Frozen papayas,503451
Restocking Insulation sealing layers,301417
Invoice lists Canned or jarred plucots,503657
Inventory includes Edible vegetable and plant oils and fats,501515
Inventory includes Mulberry purees,503852
Invoice lists Plain pasta and noodles,501929
Construction supply: Sanitary ware,301815
Warehouse received: Cherry purees,503829
Inventory includes Guavas,503037
Order for Tamarillo purees,503874
Received shipment: Yams,504068
Order for Fibrous crop seeds and seedlings,044849
Warehouse received: Potatoes,504057
Construction supply: Frozen citrons,503426
Order for Plum purees,503863
Order for Canned or jarred tomatoes,504664
Received shipment: Frozen rutabagas,504457
Used in repairs: Rod,301024
Retail stock: Tubers,504072
Construction supply: Bilberry purees,503825
Used in repairs: Frozen nightshades,504450
Retail stock: Canned or jarred peas,504654
Procurement of Intermediate processed and refined ore products,043779
Procurement of Gates,301720
Retail stock: Dried lemons,503241
Order for Non sanitary residential fixtures,301816
Construction supply: Dried winter squashes and winter pumpkins,504266
Procurement of Flower seeds and bulbs and seedlings and cuttings,043753
Inventory includes Minimally processed meat and poultry products,501115
Used in repairs: Passion fruit purees,503857
Warehouse received: Spice crop seeds and seedlings,043388
Inventory includes Canned or jarred citrons,503626
Used in repairs: Bread and biscuits and cookies,501819
Received shipment: Beets,504019
Order for Casks and barrels and drums,241121
Procurement of Titanium ingots strips billets and coil,302621
Construction supply: Date purees,503833
Inventory includes Base Metals,043049
Invoice lists Saskatoon berries,503066
Construction supply: Sugar apple purees,503873
Order for Dried nominant vegetables,504268
Invoice lists Sea vegetables,504059
Order for Perfumery products,043781
Restocking Gooseberry purees,503836
Inventory includes Wood,042686
Invoice lists Dried lemons,503241
Procurement of Frozen sorrels,504460
Warehouse received: Stainless steel coil,302647
Restocking Canned or jarred passion fruit,503652
Invoice lists Ferrous alloy ingots strips billets and coil,302657
Invoice lists Canned or jarred limes,503642
Construction supply: Frozen mulberries,503447
Inventory includes Tiles and flagstones,301317
Order for Canned or jarred peppers,504655
Restocking Corn,504032
Construction supply: Frozen lentils,504445
Warehouse received: Frozen oranges,503450
Invoice lists Dried cauliflowers,504226
Order for Canned or jarred rose hips,503664
Invoice lists Canned or jarred summer squashes and summer pumpkins,504662
Used in repairs: Cauliflowers,504026
Procurement of Frozen limes,503442
Restocking Vegetable seeds and seedlings,042292
Warehouse received: Canned or jarred nominant vegetables,504668
Retail stock: Dried bunching onions,504222
Construction supply: Garage doors and operators,301721
Received shipment: Sorrels,504061
Retail stock: Iron ingots strips billets and coil,302655
Invoice lists Canned or jarred wine grapes,503636
Warehouse received: Apricots,503016
Warehouse received: Dried cresses,504233
Warehouse received: Roofing materials,301515
Received shipment: Frozen sea vegetables,504458
Procurement of Canned or jarred citrons,503626
Warehouse received: Road and railroad construction materials,301217
Received shipment: Dried mushrooms,504248
Procurement of Fresh tropical fruit juice or concentrate,502028
Received shipment: Rivets,311622
Restocking Packaging cans,241218
Warehouse received: Passion fruit,503052
Invoice lists Canned or jarred leeks,504644
Retail stock: Angles,301015
Restocking Canned or jarred olives,503672
Invoice lists Frozen bayberries or myrtle,503448
Order for Dried sea vegetables,504258
Retail stock: Rutabagas,504058
Warehouse received: Sandwiches and filled rolls,501925
Restocking Boxes,241131
Retail stock: Glass products,301717
Construction supply: Plate,301022
Order for Magnesium ingots strips billets and coil,302619
Used in repairs: Canned or jarred gooseberries,503632
Order for Fennels,504037
Inventory includes Dried nectarines,503249
Used in repairs: Canned or jarred chicories,504629
Used in repairs: Fresh drupe or stone fruit juice or concentrate,502027
Restocking Canned or jarred potatoes,504656
Procurement of Canned or jarred sweet potatoes,504663
Retail stock: Chocolate and sugars and sweetening products,501615
Construction supply: Strawberry purees,503872
Construction supply: Foil,301020
Inventory includes Dried malanga,504247
Retail stock: Aluminum coil,302651
Order for Canned or jarred turnip greens,504665
Invoice lists Cereals,502211
Order for Chassis components,432016
Restocking Canned or jarred potatoes,504656
Used in repairs: Frozen potatoes,504456
Retail stock: Canned or jarred bananas,503617
Construction supply: Frozen chokeberries,503471
Inventory includes Finishing materials and products,301519
Order for Frozen chards,504428
Used in repairs: Kumquat purees,503844
Invoice lists Dried nominant vegetables,504268
Inventory includes Packaging tubes and cores and labels and accessories,241417
Procurement of Frozen cresses,504433
Warehouse received: Frozen sweet potatoes,504463
Order for Leeks,504044
Invoice lists Canned or jarred melons,503646
Used in repairs: Mandarin oranges or tangerine purees,503848
Procurement of Frozen tomatoes,504464
Invoice lists Frozen celery,504427
Invoice lists Cranberry purees,503831
Received shipment: Pear purees,503859
Inventory includes Tool steel bars,302638
Restocking Specialty steel sheets,302642
Procurement of Canned or jarred sea vegetables,504658
Procurement of Barberry purees,503822
Order for Lettuces,504046
Construction supply: Canned or jarred turnip greens,504665
Used in repairs: Thermal insulation,301415
Order for Dried celery,504227
Warehouse received: Surface,301521
Inventory includes Washers,311618
Restocking Figs,503031
Invoice lists Farm raised fish,501221
Procurement of Ceiling materials,301616
Construction supply: Frozen apricots,503416
Invoice lists Dried sapotes,503265
Inventory includes Strawberry purees,503872
Order for Rose hip purees,503869
Inventory includes Crates,241129
Retail stock: Tobacco and substitutes,502115
Invoice lists Canned or jarred gooseberries,503632
Procurement of Dates,503029
Warehouse received: Dried herbs,504241
Warehouse received: Canned or jarred sapotes,503665
Construction supply: Frozen raspberries,503462
Procurement of Nominant fruit purees,503875
Construction supply: Frozen bananas,503417
Warehouse received: Countertops,301622
Procurement of Frozen plucots,503457
Procurement of Window frames,301719
Order for Banana purees,503821
Order for Concrete reinforcement hardware,301119
Used in repairs: Cans and pails,241122
Inventory includes Canned or jarred bearberries,503619
Procurement of Sap,042320
Received shipment: Desserts and dessert toppings,501923
Order for Wild caught shellfish,501224
Construction supply: Rose hips,503064
Order for Canned or jarred dragonfruit,503630
Restocking Sanitary ware,301815
Warehouse received: Currant purees,503832
Used in repairs: Tamarillo purees,503874
Procurement of Residues other than animal feed,044484
Procurement of Frozen melons,503446
Order for Canned or jarred lemons,503641
Retail stock: Frozen nightshades,504450
Order for Magnesium bars and sheets,302618
Restocking Intermediate processed and refined ore products,043779
Used in repairs: Doors,301715
Used in repairs: Limes,503042
Procurement of Elastomers,131017
Warehouse received: Plum purees,503863
Used in repairs: Cement and lime,301116
Invoice lists Canned or jarred beans,504618
Warehouse received: Dried kumquats,503240
Warehouse received: Pineapple purees,503861
Order for Frozen sugar apple,503468
Construction supply: Dried apples,503215
Used in repairs: Honeycomb core,301035
Construction supply: Apples,503015
Used in repairs: Canned or jarred mushrooms,504648
Warehouse received: Lead ingots strips billets and coil,302635
Warehouse received: Garage doors and operators,301721
Procurement of Raspberry purees,503867
Inventory includes Frozen garlics,504438
Order for Sorrels,504061
Construction supply: Removable storage media accessories,432021
Retail stock: Metallic fibers and filaments,301038
Inventory includes Canned or jarred chinese cabbages,504630
Warehouse received: Melon purees,503851
Invoice lists Dried passion fruit,503252
Procurement of Copper ingots strip billets and coil,302624
Procurement of Dried nectarines,503249
Order for Carrots,504025
Warehouse received: Peaches,503053
Procurement of Blackberry purees,503824
Warehouse received: Mango purees,503850
Invoice lists Frozen winter squashes and winter pumpkins,504466
Warehouse received: Frozen spinaches,504461
Received shipment: Frozen melons,503446
Retail stock: Rivets,311622
Restocking Canned or jarred chives,504631
Inventory includes Frozen spinaches,504461
Used in repairs: Braid,301037
Construction supply: Grating,301032
Warehouse received: Melon purees,503851
Construction supply: Corn,504032
Received shipment: Farm raised fish,501221
Invoice lists Concrete reinforcement hardware,301119
Received shipment: Farm raised shellfish,501225
Order for Dried barberries,503218
Order for Ores,042684
Received shipment: Canned or jarred papayas,503651
Restocking Dried dates,503229
Warehouse received: Chicories,504029
Used in repairs: Canned or jarred cherries,503625
Retail stock: Interior laminates,301620
Inventory includes Kumquat purees,503844
Restocking Fresh drupe or stone fruit juice or concentrate,502027
Warehouse received: Braid,301037
Retail stock: Bread and biscuits and cookies,501819
Received shipment: Canned or jarred endives,504636
Received shipment: Tape,312015
Construction supply: Cabbages,504023
Restocking Dried figs,503231
Warehouse received: Precious metal and specialty metal coil strips billets and ingots,302662
Inventory includes Aluminum bars,302649
Restocking Peaches,503053
Inventory includes Frozen kohlrabi,504443
Order for Canned or jarred pomelos,503660
Retail stock: Plucot purees,503862
Warehouse received: Computer printers,432121
Received shipment: Dried huckleberries,503238
Order for Canned or jarred broccoli,504620
Invoice lists Dried raisin grapes,503235
Retail stock: Mulberry purees,503852
Retail stock: Saskatoon berries,503066
Order for Mushrooms,504048
Used in repairs: Sweet potatoes,504064
Inventory includes Tuber seeds and seedlings,045580
Invoice lists Pallets,241127
Invoice lists Blocks,301315
Invoice lists Grapefruit,503033
Procurement of Bananas,503017
Inventory includes Canned or jarred passion fruit,503652
Invoice lists Specialty steel coils,302643
Construction supply: Canned or jarred pomegranates,503659
Construction supply: Pineapple purees,503861
Warehouse received: Dried persimmons,503255
Inventory includes Dried sea vegetables,504258
Warehouse received: Cereals,502211
Warehouse received: Packaged combination meals,501927
Inventory includes Canned or jarred shallots,504659
Warehouse received: Frozen beans,504418
Restocking Dried cardoons,504224
Used in repairs: Stainless steel sheets,302646
Inventory includes Tin sheet,302631
Received shipment: Sapote purees,503870
Procurement of Paperboard and packaging papers,141215
Construction supply: Foams,131113
Order for Precious metal and specialty metal coil strips billets and ingots,302662
Construction supply: Frozen cauliflowers,504426
Invoice lists Frozen chinese cabbages,504430
Order for Plastic bars and sheets,302658
Invoice lists Canned or jarred bayberries or myrtles,503648
Invoice lists Canned or jarred kale,504642
Construction supply: Thermoplastic plastics,131020
Warehouse received: Dried peas,504254
Invoice lists Canned or jarred broccoli,504620
Invoice lists Farm raised shellfish,501225
Construction supply: Canned or jarred kohlrabi,504643
Inventory includes Vegetable seeds and seedlings,042292
Used in repairs: Dried sorrels,504260
Invoice lists Aluminum coil,302651
Used in repairs: Precious metal and specialty metal bars,302660
Received shipment: Plucot purees,503862
Order for Lemons,503041
Inventory includes Prepared salads,501932
Order for Sugar products,501619
Procurement of Post,301029
Inventory includes Herbs and spices and extracts,501715
Order for Bearberry purees,503823
Retail stock: Frozen celery,504427
Procurement of Figs,503031
Received shipment: Canned or jarred cucumbers,504634
Restocking Canned or jarred chives,504631
Construction supply: Quince purees,503866
Invoice lists Canned or jarred sugar peas,504669
Warehouse received: Frozen cucumbers,504434
Inventory includes Olives,503072
Order for Frozen raspberries,503462
Order for Precious metal and specialty metal bars,302660
Invoice lists Stairs and stairways,301621
Invoice lists Apricot purees,503820
Restocking Frozen kale,504442
Received shipment: Nominant vegetables,504070
Invoice lists Canned or jarred sorrels,504660
Restocking Mango purees,503850
Received shipment: Blackberry purees,503824
Inventory includes Lemons,503041
Retail stock: Dried bunching onions,504222
Invoice lists Apple purees,503819
Received shipment: Frozen okras,504451
Invoice lists Frozen garlics,504438
Order for Blackberry purees,503824
Received shipment: Frozen apples,503415
Restocking Dried lentils,504245
Procurement of Packaging cans,241218
Order for Window frames,301719
Received shipment: Apples,503015
Used in repairs: Profiles,301023
Procurement of Lettuces,504046
Inventory includes Plucot purees,503862
Invoice lists Canned or jarred bananas,503617
Restocking Plastic films,131112
Construction supply: Dried lemons,503241
Invoice lists Legume seeds and seedlings,045214
Inventory includes Frozen citrons,503426
Inventory includes Dried loquats,503243
Received shipment: Canned or jarred rhubarb,503663
Retail stock: Tin ingots strip and coil,302632
Warehouse received: Molding and millwork,301619
Used in repairs: Paperboard and packaging papers,141215
Procurement of Frozen chards,504428
Procurement of Fresh berry juice or concentrate,502025
Received shipment: Frozen kumquats,503440
Received shipment: Frozen lemons,503441
Invoice lists Canned or jarred onions,504652
Invoice lists Wine grape purees,503839
Retail stock: Specialty material coil strips billets and ingots,302665
Used in repairs: Loquat purees,503847
Inventory includes Plain pasta and noodles,501929
Inventory includes Apples,503015
Warehouse received: Canned or jarred breadfruit,503623
Used in repairs: Bilberry purees,503825
Invoice lists Dried garlics,504238
Order for Nuts and seeds,501017
Warehouse received: Dried wine grapes,503236
Warehouse received: Canned or jarred sweet potatoes,504663
Invoice lists Frozen beans,504418
Retail stock: Canned or jarred rutabagas,504657
Restocking Barberries,503018
Received shipment: Dried dates,503229
Inventory includes Eggplants,504035
Invoice lists Frozen rutabagas,504457
Order for Rivets,311622
Restocking Bolts,311616
Received shipment: Canned or jarred kimchis,504670
Retail stock: Frozen rhubarb,503463
Warehouse received: Canned or jarred quinces,503661
Construction supply: Dried bearberries,503219
Invoice lists Frozen carrots,504425
Procurement of Road and railroad construction materials,301217
Construction supply: Forestry byproducts,043051
Warehouse received: Potatoes,504057
Procurement of Fennels,504037
Received shipment: Jams and jellies and nut and sweet spreads and fruit conserves,501924
Retail stock: Frozen mushrooms,504448
Used in repairs: Frozen okras,504451
Retail stock: Canned or jarred pineapples,503656
Inventory includes Non sanitary residential fixtures,301816
Construction supply: Winter squashes and winter pumpkins,504067
Retail stock: Dried shallots,504259
Construction supply: Canned or jarred mandarin oranges or tangerines,503644
Received shipment: Fresh vegetable juice or concentrate,502031
Inventory includes Canned or jarred peanuts,504653
Inventory includes Infant foods and beverages,501930
Retail stock: Olive purees,503877
Construction supply: Cement and lime,301116
Construction supply: Processed meat and poultry products,501120
Construction supply: Pomegranates,503059
Restocking Frozen tamarillo,503469
Warehouse received: Minimally processed meat and poultry products,501115
Used in repairs: Nominant vegetables,504070
Warehouse received: Frozen sapotes,503465
Order for Canned or jarred eggplants,504635
Invoice lists Lettuces,504046
Invoice lists Turnip greens,504066
Invoice lists Canned or jarred cresses,504633
Construction supply: Dried cherries,503225
Invoice lists Packaged combination meals,501927
Used in repairs: Onions,504053
Invoice lists Canned or jarred gooseberries,503632
Restocking Sea vegetables,504059
Used in repairs: Huckleberry purees,503842
Used in repairs: Bags,241115
Warehouse received: Canned or jarred peas,504654
Received shipment: Blueberries,503022
Inventory includes Garlics,504038
Restocking Canned or jarred sea vegetables,504658
Retail stock: Guava purees,503841
Procurement of Salt preserved seafoods,501219
Received shipment: Frozen asparagus,504416
Procurement of Vegetable waxes,501517
Restocking Skylights,301718
Construction supply: Pomegranates,503059
Retail stock: Aggregates,301118
Inventory includes Sugar peas,504071
Invoice lists Dried barberries,503218
Warehouse received: Aquatic invertebrates,501217
Order for Mushrooms,504048
Construction supply: Canned or jarred gourds,504639
Retail stock: Dried chokeberries,503271
Warehouse received: Profiles,301023
Inventory includes Tool steel bars,302638
Used in repairs: Base Metals,043049
Construction supply: Anchors,311621
Construction supply: Frozen summer squashes and summer pumpkins,504462
Used in repairs: Carbon steel bars,302636
Used in repairs: Frozen cardoons,504424
Inventory includes Doors,301715
Construction supply: Canned or jarred cabbages,504623
Inventory includes Canned or jarred malanga,504647
Restocking Forestry byproducts,043051
Used in repairs: Canned or jarred pears,503654
Order for Canned or jarred corn,504632
Received shipment: Aquatic invertebrates,501217
Construction supply: Cherries,503025
Invoice lists Grapefruit,503033
Restocking Canned or jarred artichokes,504615
Procurement of Mango purees,503850
Inventory includes Snack foods,501921
Procurement of Fencing,301520
Restocking Cheese,501318
Retail stock: Garlics,504038
Retail stock: Canned or jarred grapefruit,503633
Retail stock: Date purees,503833
Procurement of Dried endives,504236
Restocking Frozen persimmons,503455
Invoice lists Frozen herbs,504441
Procurement of Canned or jarred blackberries,503620
Procurement of Dried kumquats,503240
Procurement of Dried lentils,504245
Inventory includes Canned or jarred lentils,504645
Order for Frozen plucots,503457
Retail stock: Dried potatoes,504256
Invoice lists Frozen peas,504454
Inventory includes Frozen chicories,504429
Invoice lists Frozen spinaches,504461
Inventory includes Plate,301022
Restocking Residues other than animal feed,044484
Restocking Packaging tubes and cores and labels and accessories,241417
Restocking Dried myrtle,503248
Invoice lists Canned or jarred peaches,503653
Warehouse received: Dried apricots,503216
Received shipment: Cereal seeds,042658
Retail stock: Pomegranates,503059
Restocking Bins and baskets,241120
Order for Loquat purees,503847
Restocking Currant purees,503832
Restocking Wild caught shellfish,501224
Inventory includes Dried dragonfruit,503230
Used in repairs: Minimally processed meat and poultry products,501115
Used in repairs: Removable storage media accessories,432021
Warehouse received: Alcoholic beverages,502022
Order for Canned or jarred passion fruit,503652
Construction supply: Packaging cans,241218
Retail stock: Frozen carrots,504425
Received shipment: Canned or jarred asparagus,504616
Used in repairs: Paperboard and packaging papers,141215
Invoice lists Fennels,504037
Invoice lists Nominant fruits,503070
Invoice lists Dates,503029
Construction supply: Stainless steel bars,302645
Invoice lists Potatoes,504057
Retail stock: Frozen endives,504436
Warehouse received: Blocks,301315
Retail stock: Lime purees,503846
Construction supply: Natural rubber,131015
Construction supply: Dried chinese cabbages,504230
Inventory includes Dried nightshades,504250
Procurement of Frozen quinces,503461
Inventory includes Bins and baskets,241120
Invoice lists Frozen peppers,504455
Used in repairs: Dried nectarines,503249
Used in repairs: Dried asparagus,504216
Invoice lists Frozen winter squashes and winter pumpkins,504466
Construction supply: Asparagus,504016
Construction supply: Frozen papayas,503451
Retail stock: Flower seeds and bulbs and seedlings and cuttings,043753
Order for Canned or jarred onions,504652
Inventory includes Frozen peas,504454
Received shipment: Frozen bunching onions,504422
Warehouse received: Cherimoyas purees,503828
Received shipment: Bricks,301316
Restocking Sap,042320
Order for Cherimoyas purees,503828
Construction supply: Frozen chards,504428
Inventory includes Chives,504031
Inventory includes Dried nominant vegetables,504268
Invoice lists Bayberries or myrtles,503048
Used in repairs: Canned or jarred tamarillo,503669
Used in repairs: Dried sugar apple,503268
Used in repairs: Pomegranates,503059
Retail stock: Dried apricots,503216
Restocking Shafts,301039
Inventory includes Dried rutabagas,504257
Warehouse received: Tobacco and substitutes,502115
Order for Boxes,241131
Warehouse received: Bronze bars,302625
Order for Spinaches,504062
Received shipment: Breadfruit purees,503827
Received shipment: Frozen beans,504418
Inventory includes Canned or jarred lentils,504645
Warehouse received: Dried pomegranates,503259
Warehouse received: Dried kiwi fruit,503239
Warehouse received: Raspberry purees,503867
Warehouse received: Frozen nightshades,504450
Used in repairs: Computer printers,432121
Used in repairs: Chards,504028
Invoice lists Hollow structural sections HSS,301040
Used in repairs: Stone,042685
Procurement of Screws,311615
Retail stock: Canned or jarred rose hips,503664
Used in repairs: Frozen gourds,504439
Invoice lists Cherries,503025
Construction supply: Canned or jarred olives,503672
Procurement of Removable storage media,432020
Inventory includes Dried mulberries,503247
Warehouse received: Papaya purees,503856
Construction supply: Dried onions,504252
Restocking Frozen tamarillo,503469
Procurement of Frozen chinese cabbages,504430
Received shipment: Finishing materials and products,301519
Procurement of Instant mixes and supplies,501931
Retail stock: Strawberry purees,503872
Received shipment: Ceiling materials,301616
Order for Canned or jarred raspberries,503662
Warehouse received: Frozen rose hips,503464
Construction supply: Canned or jarred shallots,504659
Order for Storage chests and cabinets and trunks,241124
Received shipment: Garlics,504038
Invoice lists Stainless steel strips,302648
Procurement of Wood structural materials,302663
Used in repairs: Dried garlics,504238
Restocking Oranges,503050
Invoice lists Dried cresses,504233
Invoice lists Plant fibers,043416
Restocking Insulation sealing layers,301417
Retail stock: Specialty material bars and sheets,302664
Procurement of Soil stabilizers and reinforcing materials,301219
Construction supply: Desserts and dessert toppings,501923
Order for Siding and exterior wall materials,301518
Inventory includes Iron bars,302653
Retail stock: Dried gourds,504239
Order for Pomegranates,503059
Received shipment: Raisin grape purees,503840
Inventory includes Strawberry purees,503872
Used in repairs: Frozen peas,504454
Used in repairs: Bronze bars,302625
Received shipment: Grapefruit purees,503837
Procurement of Tool steel bars,302638
Received shipment: Bronze ingots strips billets and coil,302627
Retail stock: Food baskets,501934
Used in repairs: Flour tortillas,501933
Construction supply: Aluminum sheets,302650
Procurement of Frozen figs,503431
Used in repairs: Wine grape purees,503839
Invoice lists Shafting,302667
Received shipment: Mandarin oranges or tangerine purees,503848
Invoice lists Brass sheets,302616
Restocking Dried bearberries,503219
Used in repairs: Cereals,502211
Construction supply: Frozen beans,504418
Received shipment: Angles,301015
Warehouse received: Quinces,503061
Warehouse received: Frozen rhubarb,503463
Restocking Tape,312015
Warehouse received: Magnesium ingots strips billets and coil,302619
Invoice lists Doors,301715
Retail stock: Canned or jarred gourds,504639
Construction supply: Dried nectarines,503249
Restocking Specialty material bars and sheets,302664
Invoice lists Papayas,503051
Order for Thermoplastic plastics,131020
Received shipment: Canned or jarred nectarines,503649
Construction supply: Frozen lemons,503441
Procurement of Dried celery,504227
Used in repairs: Bananas,503017
Warehouse received: Aluminum sheets,302650
Invoice lists Canned or jarred figs,503631
Retail stock: Dried raisin grapes,503235
